Aux out [V]	Aux in [V]	PDH out [a.u.]
-1.4393E-1	7.2902E-1	-7.4700E+2
-1.4205E-1	7.3048E-1	2.9000E+1
-1.3993E-1	7.2975E-1	-7.2900E+2
-1.3805E-1	7.2902E-1	-6.5600E+2
-1.3617E-1	7.2829E-1	-5.7300E+2
-1.3429E-1	7.2853E-1	-3.7800E+2
-1.3240E-1	7.2805E-1	-6.0100E+2
-1.3029E-1	7.2853E-1	-3.6400E+2
-1.2840E-1	7.2950E-1	-6.7000E+2
-1.2652E-1	7.2926E-1	6.0700E+2
-1.2464E-1	7.2805E-1	-5.5200E+2
-1.2276E-1	7.2999E-1	-1.8200E+2
